id,sender_id,receiver_id,amount,start_time
1020,5708,2590,101633,1027693
1021,3383,3484,100619,1028088
1022,4557,5043,99274,1028523
1023,2583,5369,98525,1029963
1024,4686,4943,100997,1030651
1025,3270,1229,100408,1030945
1026,1117,1775,100949,1032876
1027,197,1243,99380,1033329
1028,414,1773,96877,1033855
1029,570,4870,100365,1033903
1030,1995,4364,101031,1035377
1031,2117,3931,99677,1036101
1032,5260,2782,99397,1036432
1033,1741,2553,99030,1037223
1034,4597,3195,99339,1037962
1035,2175,328,99383,1038189
1036,1827,60,99427,1038450
1037,5301,8,98956,1039765
1038,3982,3847,99463,1041651
1039,4558,2538,98440,1043914
1040,1953,4913,99008,1045611
1041,1630,1090,99685,1046021
1042,5417,6003,99608,1050211
1043,1324,4530,99431,1050992
1044,3547,898,98861,1051073
1045,2489,3270,100823,1051093
1046,1004,1615,100094,1051969
1047,1614,5719,99566,1052626
1048,1593,2172,100559,1052977
1049,3796,4290,100365,1053798
1050,615,4689,101864,1054509
1051,1033,2217,101266,1054682
1052,4187,1082,99460,1055301
1053,4825,5531,100368,1055434
1054,4378,5107,99613,1055754
1055,185,4847,99604,1055994
1056,2015,3994,101017,1057292
1057,4030,3375,100630,1058088
1058,2980,1873,99654,1058265
1059,3043,4721,101456,1060635
1060,2308,96,100861,1064150
1061,5064,2628,99788,1064968
1062,4233,3009,100575,1065758
1063,3208,5808,99354,1066319
1064,3031,1854,99853,1068304
1065,711,1076,100431,1071350
1066,2381,1361,100271,1071521
1067,4066,1860,98546,1071901
1068,5233,4903,100018,1073493
1069,425,1504,100992,1076230
1070,3433,5109,100241,1076242
1071,1486,4048,100208,1076261
1072,1727,2346,99045,1076696
1073,2472,3731,99809,1077259
1074,4400,5273,101662,1077329
1075,1484,4707,98651,1077416
1076,2599,2002,101129,1077820
1077,433,339,99475,1078300
1078,5672,5898,101203,1079413
1079,4405,3797,99805,1080931
1080,2512,4716,100585,1081037
1081,5948,1668,98814,1083871
1082,2594,5493,99914,1084602
1083,5868,1077,99008,1088463
1084,2424,3336,99212,1089682
1085,3496,2538,99412,1090415
1086,2388,444,100664,1090644
1087,3103,2901,99116,1091640
1088,1726,3300,101298,1095098
1089,864,3625,99263,1095286
1090,453,5558,99402,1095382
1091,4178,3597,102194,1095478
1092,3894,3323,100810,1095493
1093,4226,5795,98640,1096322
1094,4060,2706,101007,1097263
1095,3504,1879,98250,1097550
1096,3589,12,99812,1100482
1097,703,636,98813,1101429
1098,5674,1279,100089,1103574
1099,40,1217,100457,1104555
1100,4211,2243,99667,1105079
1101,3768,92,101319,1107832
1102,1520,3255,100694,1110992
1103,1324,2396,100751,1111952
1104,1132,4440,98910,1115724
1105,3993,611,99740,1117081
1106,2604,1964,99692,1119540
1107,4847,2606,99583,1121239
1108,2609,3079,99533,1121248
1109,5983,3540,100563,1122039
1110,3829,4028,100800,1123290
1111,1225,548,98885,1124995
1112,5270,300,100385,1125008
1113,177,1491,98806,1125023
1114,1626,463,100321,1125087
1115,2131,2756,101609,1125329
1116,3644,3586,100927,1125413
1117,2235,5714,100951,1127575
1118,4835,2302,99973,1130273
1119,1701,3268,99375,1130779
1120,3704,3084,99135,1132118
1121,5931,3131,99629,1133590
1122,2228,2567,101324,1134362
1123,2003,1614,99658,1136830
1124,5377,5164,99791,1138378
1125,4728,2728,101776,1140447
1126,1491,3831,100840,1141004
1127,2999,2657,102116,1141159
1128,5623,4708,99873,1142900
1129,3003,1756,99715,1143813
1130,131,1207,100751,1144511
1131,2448,337,99068,1144539
1132,5568,1261,99689,1145984
1133,4282,2460,98472,1148561
1134,957,671,100060,1148634
1135,4723,1114,100166,1150007
1136,5295,4327,100452,1151162
1137,2679,663,99381,1151169
1138,1860,5552,99638,1151892
1139,3323,3216,99241,1153248
1140,2124,460,100120,1154805
1141,4973,1848,99344,1155805
1142,2128,2243,98231,1158637
1143,1392,5263,99331,1160975
1144,2358,466,101257,1161674
1145,2095,1164,101146,1163256
1146,4065,5311,99545,1165213
1147,2773,4494,98551,1165226
1148,3666,1777,99852,1166345
1149,2469,1076,100956,1166830
1150,1378,2939,99818,1167010
1151,4448,11,100419,1167769
1152,4398,4741,98110,1167944
1153,3251,501,98820,1169262
1154,5350,5295,99512,1169699
1155,3811,632,98582,1169825
1156,3118,1272,98415,1170106
1157,1002,346,99401,1170417
1158,1406,2016,100711,1173632
1159,3434,3701,100033,1174167
1160,2497,4527,101037,1174945
1161,4077,4182,101658,1176345
1162,1031,1223,97936,1176875
1163,3283,5228,101895,1176897
1164,3198,5676,100348,1177827
1165,2977,703,99804,1178405
1166,857,5888,100124,1178635
1167,686,2353,100367,1179770
1168,1227,4642,100638,1180313
1169,4663,108,101278,1182260
1170,414,4043,97521,1183082
1171,5319,3774,100707,1184336
1172,1521,5294,100952,1185103
1173,4520,5021,101312,1187175
1174,5065,1221,98917,1187580
1175,1714,4754,97537,1188294
1176,1101,4928,99711,1190435
1177,2908,2800,98261,1191478
1178,4826,93,99715,1191705
1179,1248,402,97599,1191905
1180,3253,4462,100077,1192950
1181,5896,445,97867,1193670
1182,4827,5941,98506,1199541
1183,5660,3357,99901,1200132
1184,1321,420,101300,1200598
1185,3654,412,99096,1201067
1186,2788,2219,98736,1202300
1187,5581,50,98716,1204080
1188,3974,5059,97682,1204085
1189,3795,4831,100174,1204194
1190,3293,292,100130,1205648
1191,2558,3505,101473,1206384
1192,4514,2103,100600,1207113
1193,4555,842,100514,1208362
1194,4457,2322,100489,1208578
1195,2083,5347,101426,1208750
1196,5454,1550,100575,1209659
1197,2601,3928,100361,1211573
1198,3476,3253,101312,1211743
1199,1843,2846,101628,1212990
1200,1627,2319,100393,1213366
1201,1113,1450,98659,1215342
1202,2551,5217,100257,1216049
1203,4478,1128,99212,1216927
1204,4181,802,98997,1218652
1205,2707,3961,98351,1219449
1206,4158,3202,100780,1222247
1207,4493,3822,99296,1222999
1208,1618,4960,99836,1224185
1209,1672,1313,101055,1225920
1210,1589,379,101150,1227607
1211,4934,4672,101582,1231699
1212,1127,4724,100118,1232899
1213,4491,2212,99778,1233143
1214,187,2786,99119,1233177
1215,2493,5280,99705,1234916
1216,3347,3784,101114,1235306
1217,2576,5392,100226,1236027
1218,1953,4421,99857,1241588
1219,4004,4957,99160,1243263
1220,3463,4245,100485,1244642
1221,4812,4844,100858,1244647
1222,5991,2797,100419,1244688
1223,1826,2469,99211,1247936
1224,134,5355,100991,1249467
1225,2438,3400,100230,1249841
1226,1393,94,100194,1250818
1227,4241,4578,99920,1250960
1228,5027,3072,100688,1251939
1229,2491,5191,101540,1252434
1230,3489,416,100813,1253017
1231,4060,4248,99690,1253881
1232,1374,3420,101008,1256514
1233,2277,5580,98529,1257477
1234,3169,3802,99843,1262910
1235,2661,5892,102195,1264883
1236,4831,2769,100259,1265782
1237,3027,320,99935,1267570
1238,4052,2176,100826,1268037
1239,661,5655,100006,1268092
1240,4149,3869,99420,1268413
1241,3331,938,100726,1270075
1242,3599,2485,99499,1271296
1243,254,2733,101797,1271899
1244,5029,5698,98850,1273101
1245,2724,5033,101385,1274258
1246,5771,5466,102162,1274928
1247,5726,2413,101597,1276722
1248,1663,3859,101553,1277620
1249,570,2131,99418,1278832
1250,190,399,98534,1278920
1251,5499,3644,100912,1279202
1252,5302,4148,101033,1279439
1253,3012,5183,98996,1279909
1254,4428,4805,100625,1281531
1255,752,5989,100250,1282706
1256,3739,3621,100075,1283331
1257,5650,5089,99632,1283757
1258,402,2614,99929,1285455
1259,4019,5120,99463,1286257
1260,2315,4741,99859,1286493
1261,1009,1377,97528,1286549
1262,1612,5659,99772,1286708
1263,3182,5844,99846,1286716
1264,1671,934,99406,1287110
1265,3787,1798,99302,1287130
1266,778,4964,99259,1287569
1267,2124,4048,99631,1291272
1268,1264,1021,100406,1291691
1269,459,5193,99609,1291794
1270,2910,4980,101080,1292622
1271,3707,4827,102585,1294138
1272,3036,1823,99564,1295116
1273,18,1643,99951,1297198
1274,494,2653,100336,1297563
1275,2376,4939,99779,1297894
1276,2514,2185,98639,1299185
1277,2084,3449,101978,1303985
1278,4666,3989,99686,1304361
1279,270,3231,100228,1305809
1280,5342,5648,100104,1306481
1281,2828,4454,99897,1307301
1282,2901,4126,100457,1307749
1283,702,5163,99594,1307880
1284,1971,4195,97745,1309317
1285,3086,756,99557,1310030
1286,3409,4421,100434,1310702
1287,5222,3872,98598,1314216
1288,3319,5599,101373,1315299
1289,1678,848,100202,1317227
1290,1112,992,100719,1317473
1291,2947,1098,101199,1319808
1292,1715,3626,100132,1323312
1293,3355,3430,99012,1324852
1294,2249,1518,100814,1324943
1295,2026,3344,100721,1325794
1296,4780,2027,99283,1326040
1297,3123,5249,98347,1326928
1298,1581,4514,100268,1328501
1299,321,3767,101369,1328765
1300,913,1593,102237,1329197
1301,1198,563,99873,1329467
1302,5529,5696,100808,1329699
1303,5552,1430,100089,1330590
1304,2811,38,101536,1332019
1305,4219,927,99734,1333447
1306,2582,3080,101610,1341170
1307,5616,4621,98646,1342401
1308,4970,2856,100507,1342431
1309,4581,1227,99872,1343471
1310,3066,1361,101562,1345885
1311,2812,3062,100007,1346016
1312,301,3761,101150,1346592
1313,5575,5040,99680,1346834
1314,1426,2018,99951,1348123
1315,4644,670,100197,1348332
1316,1687,5539,100536,1348809
1317,3668,4813,99546,1348866
1318,4509,3414,100346,1350347
1319,1265,1423,101894,1352288
1320,3398,5015,98431,1352356
1321,1910,115,100703,1352920
1322,3151,525,99261,1353187
1323,2514,2072,100252,1353534
1324,4011,249,100186,1353842
1325,3587,3672,101316,1354055
1326,1907,1775,100359,1356995
1327,3601,5314,101716,1357426
1328,1666,5483,99073,1360732
1329,2736,61,101175,1361515
1330,4241,2083,98947,1366131
1331,4771,1873,99091,1366284
1332,474,1880,101158,1366586
1333,534,2062,100728,1370775
1334,1115,5639,99207,1373414
1335,1192,371,99365,1374652
1336,3574,1639,99575,1378096
1337,2695,2682,100003,1378305
1338,1481,30,99291,1379389
1339,5434,4511,101261,1379707
1340,3470,1064,99717,1381407
1341,689,4546,98536,1383409
1342,3985,1498,101610,1383923
1343,5141,5312,100781,1385339
1344,5460,1772,98861,1386513
1345,642,1631,98666,1387821
1346,1108,5646,101083,1388383
1347,5183,4990,99915,1388573
1348,4413,2917,98977,1388912
1349,4097,2959,99899,1389059
1350,3580,4407,101974,1389238
1351,3505,700,100936,1389676
1352,5419,271,98840,1390996
1353,91,3955,100707,1391107
1354,4930,5243,100918,1392177
1355,4202,5395,98284,1392999
1356,1962,5661,99460,1394613
1357,4684,627,100169,1394691
1358,2786,2171,100054,1394932
1359,1359,403,100211,1396462
1360,4437,4202,100093,1397537
1361,5185,3196,99702,1399601
1362,1036,4741,101572,1399952
1363,3370,5635,100708,1400502
1364,5907,4766,98477,1400928
1365,866,302,97332,1401174
1366,1360,5942,101247,1401465
1367,828,3469,98962,1403745
1368,4946,4475,100961,1404177
1369,4768,2177,100392,1404230
1370,1971,3347,99507,1404318
1371,5012,2802,99719,1406758
1372,5050,3397,99382,1407237
1373,838,4855,101243,1408671
1374,2309,4693,98256,1409032
1375,1226,5600,100465,1409111
1376,4107,2527,102375,1409144
1377,5628,2856,99179,1409431
1378,968,3928,101171,1412976
1379,1994,3376,100185,1414839
1380,411,1345,98518,1414962
1381,3076,3680,100121,1416143
1382,461,3893,98764,1416942
1383,4092,2421,100975,1417518
1384,2242,5400,99865,1417956
1385,4504,2481,101996,1418727
1386,3952,1670,98448,1418927
1387,3341,941,99729,1419175
1388,1010,3112,100365,1419989
1389,574,1389,100026,1423452
1390,4393,1575,99922,1423701
1391,5024,5322,100843,1424178
1392,3816,1901,98578,1424694
1393,548,4518,100329,1424738
1394,4068,4690,98070,1426052
1395,2666,4951,100997,1426060
1396,3245,5664,99541,1426624
1397,646,2276,100182,1427318
1398,1508,2605,99528,1427979
1399,3288,3087,99062,1430297
1400,3441,1292,100748,1430337
1401,3359,1633,99030,1430603
1402,4374,1266,100919,1431714
1403,4927,4837,100638,1431856
1404,2403,2295,100541,1432165
1405,2729,5947,100553,1432780
1406,4132,2588,99636,1435569
1407,1189,1088,100174,1437750
1408,1337,2521,99968,1438540
1409,5507,2505,99435,1438679
1410,1026,3395,98538,1440094
1411,4788,5393,99581,1441266
1412,2360,2045,99039,1442188
1413,2015,979,99989,1442455
1414,142,4985,99591,1442718
1415,1681,5215,100349,1442754
1416,2520,5567,99911,1443607
1417,58,2359,100571,1446539
1418,67,4694,99330,1446904
1419,1488,241,100746,1447356
1420,2388,3400,99290,1447677
1421,3215,4260,98344,1449069
1422,5430,792,100245,1449867
1423,1167,303,99844,1450395
1424,4999,981,99412,1450649
1425,1907,1357,100760,1450740
1426,5587,540,99369,1451151
1427,3762,5229,99539,1451479
1428,1268,1993,100773,1451531
1429,5229,2958,99652,1452831
1430,2008,2909,101589,1453585
1431,3319,969,100359,1453818
1432,4837,1780,100282,1453985
1433,3287,896,99090,1454410
1434,2168,2448,99009,1455548
1435,1028,340,98211,1455959
1436,4187,4821,99390,1456984
1437,5862,1560,100795,1457395
1438,5379,1873,99309,1457656
1439,667,2470,98753,1459736
1440,4038,4747,99740,1460854
1441,3276,4951,99771,1460900
1442,938,3942,100250,1461347
1443,492,4031,98812,1462049
1444,5936,704,99417,1463126
1445,4574,3470,101116,1464141
1446,1738,5916,101558,1465106
1447,2608,2469,97894,1466070
1448,1983,3996,100031,1467970
1449,3873,1210,101785,1468297
1450,4944,775,99087,1469808
1451,3622,97,101335,1470100
1452,241,2828,99980,1474923
1453,1171,1766,98846,1476441
1454,4596,4753,100606,1478447
1455,3072,617,100275,1481766
1456,5086,811,99110,1482894
1457,5342,3569,100137,1484345
1458,4099,32,98055,1484667
1459,861,4616,101904,1487532
1460,1401,1944,101494,1488906
1461,3917,1313,99117,1489144
1462,3639,732,100462,1489190
1463,681,4409,99908,1490091
1464,5578,2470,99185,1490717
1465,167,82,99289,1492360
1466,1553,5057,99982,1493357
1467,4669,2560,100543,1494645
1468,1048,2958,100927,1495735
1469,4837,5797,99444,1497374
1470,5347,3555,98802,1498203
1471,148,3004,99394,1498994
1472,539,5043,99017,1499410
1473,4806,5509,99732,1499573
1474,860,5114,101033,1500318
1475,4713,4191,101297,1500686
1476,4062,5030,100992,1503603
1477,3490,1776,99184,1503688
1478,1308,5551,98736,1504692
1479,767,3564,99679,1504735
1480,4377,4111,100656,1505828
1481,5028,3342,99641,1505962
1482,808,4885,99850,1508467
1483,2996,3902,99328,1510713
1484,2414,3873,99066,1512226
1485,1794,710,98885,1513034
1486,1528,890,101335,1514938
1487,5371,5751,100256,1517228
1488,3089,3321,97835,1517706
1489,4001,3646,99271,1518200
1490,570,2883,99190,1518301
1491,486,1062,99953,1518819
1492,3194,526,98951,1520492
1493,1922,1963,98076,1520875
1494,2418,2937,100857,1522021
1495,3557,1893,99238,1522474
1496,3798,4435,100370,1523337
1497,718,4164,101735,1523633
1498,4525,4829,99796,1524326
1499,5974,4385,100227,1525841
1500,1120,4046,99013,1526426
1501,2955,3706,100448,1526690
1502,1178,1357,100142,1529999
1503,3144,648,99821,1530352
1504,3516,1668,101530,1530441
1505,3915,342,100065,1531083
1506,3269,400,98605,1532798
1507,5600,249,99718,1533115
1508,4140,2397,100586,1533482
1509,3921,3685,102273,1533627
1510,4385,5367,99357,1534651
1511,5451,2799,101065,1536122
1512,3342,2025,100523,1538544
1513,3181,125,99102,1541122
1514,341,5856,100621,1542333
1515,1819,1990,100038,1543322
1516,2378,5589,100780,1543927
1517,1845,2476,100597,1544726
1518,1506,4744,99641,1545604
1519,3481,5821,98801,1547295
1520,372,2803,99410,1548000
1521,997,972,100178,1548691
1522,5992,638,99005,1549129
1523,5651,2406,101008,1553383
1524,2491,1,101516,1554460
1525,3702,2654,102084,1554965
1526,369,2735,99656,1557786
1527,4387,3896,99571,1557985
1528,2867,1576,100601,1558856
1529,667,2411,99624,1559208
1530,761,976,101601,1559385
1531,228,4410,98742,1560582
1532,351,1290,99433,1561486
1533,2184,5236,100169,1561609
1534,2074,1527,99373,1562386
1535,3183,476,100680,1563284
1536,5453,891,98833,1563635
1537,5277,861,98838,1565674
1538,2599,2231,101687,1565758
1539,3145,5643,101117,1566392
1540,3523,3017,99537,1566475
1541,1891,2863,100546,1568949
1542,4976,2160,99308,1569273
1543,1172,5650,99224,1569663
1544,5256,5932,99612,1570943
1545,3623,241,99594,1571576
1546,3100,2538,100706,1572232
1547,895,4862,99757,1572650
1548,5901,5248,99439,1572978
1549,3404,793,99198,1573920
1550,3867,144,99105,1573976
1551,763,3600,97767,1575370
1552,1299,5438,101223,1575419
1553,1182,4927,101261,1575641
1554,3531,1588,100053,1577249
1555,409,3331,100583,1579988
1556,3792,2799,99721,1580900
1557,87,2487,100123,1581079
1558,3634,2493,99602,1581926
1559,126,1110,100378,1583475
1560,4586,1701,101248,1583732
1561,3261,4003,99305,1584713
1562,2653,74,99800,1584916
1563,4458,1214,99382,1585827
1564,307,2312,101058,1586543
1565,5720,2902,99725,1586858
1566,5039,1166,99916,1587562
1567,44,372,102116,1588296
1568,3399,5973,99759,1589112
1569,1550,5764,99548,1591442
1570,3250,3152,99309,1591488
1571,1984,5681,101139,1592093
1572,1781,2712,100272,1592224
1573,4545,3114,98879,1592405
1574,2150,354,101135,1595380
1575,282,856,99816,1595475
1576,3331,1717,100226,1595479
1577,1020,4026,100159,1595881
1578,2467,4600,97373,1596417
1579,3921,144,98194,1596439
1580,1063,5937,101099,1597743
1581,5784,1894,99747,1598417
1582,1422,1018,100424,1600014
1583,1247,4069,101199,1600133
1584,2853,1993,99888,1600462
1585,3770,2101,101190,1602318
1586,5961,1951,100782,1604391
1587,5775,4988,99116,1605064
1588,2398,3788,101530,1608890
1589,3677,1086,99423,1610553
1590,4389,1637,101596,1611416
1591,2234,5000,101402,1611486
1592,5203,1088,100670,1611636
1593,3917,2497,102212,1612762
1594,2418,3715,102683,1618424
1595,355,812,101444,1619888
1596,2378,5970,100493,1622869
1597,3434,5282,100866,1623005
1598,5955,2456,99415,1623444
1599,1818,4019,99877,1624650
1600,2512,3537,100541,1625550
1601,2101,3457,99355,1626616
1602,2833,1194,98123,1627460
1603,1348,1261,100105,1629217
1604,151,1528,99596,1630732
1605,260,3386,98942,1631133
1606,4173,4472,98052,1632723
1607,1175,4414,102437,1632862
1608,2931,2645,99602,1633164
1609,5477,2517,100142,1634348
1610,3085,1097,99006,1634354
1611,2495,2980,99734,1634631
1612,4412,548,99098,1637469
1613,772,1047,99026,1637531
1614,549,185,101442,1638330
1615,2172,2446,100061,1638622
1616,5384,3856,99370,1638644
1617,2970,5175,100203,1639530
1618,5349,1898,101697,1641191
1619,4855,2580,101417,1641541
1620,5483,1535,98170,1641740
1621,988,1614,99503,1643303
1622,1482,2310,99405,1644112
1623,3567,3531,98467,1644181
1624,3696,4994,100242,1644369
1625,4640,3111,99074,1645234
1626,1701,87,98316,1646904
1627,3632,83,101583,1648895
1628,4017,1854,99356,1651594
1629,1597,120,99076,1652409
1630,5322,4246,102025,1653240
1631,4851,3982,100338,1654933
1632,5596,113,99106,1655271
1633,798,5283,99537,1655656
1634,1387,343,100227,1655804
1635,147,5159,100000,1656342
1636,4053,2141,100269,1657760
1637,241,4564,98025,1658900
1638,2466,5595,100521,1662653
1639,4827,3877,98464,1663121
1640,4696,5323,99423,1664297
1641,912,5799,98995,1664353
1642,785,1095,100170,1665659
1643,2571,3453,98788,1666954
1644,3029,2203,99164,1667511
1645,1240,3875,101106,1668521
1646,1394,2392,100176,1668742
1647,5534,4705,99557,1670327
1648,4512,1944,100238,1672198
1649,859,1097,100353,1673224
1650,2262,153,101126,1673288
1651,5424,2919,99471,1674961
1652,1492,494,100896,1676615
1653,2916,5258,98149,1679221
1654,5157,5233,100373,1680667
1655,1643,881,100261,1680769
1656,5675,5125,98860,1681171
1657,322,3006,101170,1681434
1658,3066,1462,99637,1681808
1659,382,4819,100263,1681813
1660,824,2675,101213,1682898
1661,1415,4515,98993,1684426
1662,5156,4824,100764,1685780
1663,492,4070,98721,1686760
1664,5243,3833,99480,1686815
1665,5163,4309,99969,1687060
1666,5099,529,98782,1687244
1667,4928,5023,100534,1688254
1668,1136,2413,100580,1688969
1669,1849,3629,97322,1690544
1670,4977,5893,100347,1690655
1671,2415,5038,102022,1691877
1672,4186,5538,99037,1693991
1673,1827,4356,98585,1694356
1674,5323,1958,99892,1695492
1675,5180,3792,99227,1696680
1676,1494,3781,99264,1698173
1677,5871,2361,98930,1703570
1678,64,5474,98505,1707290
1679,337,2217,99238,1708039
1680,2066,1030,98728,1708620
1681,2778,5284,100006,1708749
1682,3049,2497,99952,1709036
1683,2846,440,101988,1711069
1684,3575,3183,99077,1711617
1685,2466,4715,99504,1713871
1686,4926,5124,101343,1714413
1687,824,2750,99050,1714460
1688,4517,5590,102120,1714846
1689,4482,3579,99781,1715146
1690,5529,9,98800,1715202
1691,3427,1226,97416,1717183
1692,1319,633,100026,1719040
1693,1690,4458,99600,1720437
1694,722,4401,100955,1723079
1695,1392,2585,99331,1723446
1696,3077,1454,99407,1723915
1697,4468,3731,101015,1724182
1698,664,4500,99252,1724237
1699,4506,1140,98619,1724321
1700,4819,2715,101241,1724908
1701,4123,4057,100038,1727007
1702,5173,4643,100391,1727016
1703,190,4672,97758,1727054
1704,5938,4853,97987,1731388
1705,3377,4531,99046,1732913
1706,3233,5324,99730,1734138
1707,3211,2075,99069,1737218
1708,1409,732,100688,1738975
1709,412,3,99616,1739746
1710,409,1110,99702,1740556
1711,368,1749,99574,1741007
1712,2263,2634,101724,1741407
1713,3225,641,99518,1742641
1714,1787,5968,98951,1743027
1715,4048,986,100430,1745501
1716,735,4311,98607,1745633
1717,1959,423,99297,1745676
1718,4932,5193,98979,1745757
1719,1032,5738,98361,1747095
1720,5163,834,99775,1749018
1721,2900,79,100060,1749140
1722,4621,5023,100004,1751539
1723,86,4922,100194,1755491
1724,1196,3639,100031,1755832
1725,5275,2264,99876,1757236
1726,3270,2675,100309,1758411
1727,4209,1006,99395,1759003
1728,3023,4983,100586,1760348
1729,2469,3877,99058,1760473
1730,3285,2411,98713,1761006
1731,1116,239,99925,1762332
1732,258,4201,100321,1762829
1733,695,5692,99245,1763529
1734,4585,4979,100020,1767505
1735,3725,2291,101536,1768155
1736,2057,4612,101429,1768368
1737,3803,877,100704,1769125
1738,5511,4478,101472,1770776
1739,5549,414,99475,1771601
1740,1884,4032,100635,1772040
1741,3718,891,100355,1773207
1742,4891,3314,98630,1773348
1743,2558,1181,98710,1774179
1744,3860,5603,101497,1775369
1745,3159,2177,100674,1776616
1746,1225,1160,97862,1778230
1747,2837,1082,99142,1778958
1748,5307,2481,98895,1780109
1749,2476,152,100208,1780966
1750,1898,5127,100055,1781907
1751,2164,1446,99791,1782132
1752,483,3276,99624,1782485
1753,3267,539,100229,1784374
1754,36,2386,98361,1784505
1755,4878,1847,100582,1784623
1756,971,3425,100081,1784853
1757,4292,4453,100282,1785439
1758,5312,1695,99186,1786203
1759,5264,1173,99241,1786561
1760,5504,3599,98943,1787026
1761,5346,4563,99672,1787029
1762,5718,3015,100545,1787938
1763,3477,5290,98886,1788629
1764,2793,1300,100453,1789991
1765,523,5520,97303,1791166
1766,2054,1572,100110,1791754
1767,4981,2937,99470,1794245
1768,5462,3324,98249,1795681
1769,2587,4875,98913,1796972
1770,2604,4782,100264,1797423
1771,5920,4768,101650,1797837
1772,4454,3270,100473,1798339
1773,2678,307,99942,1798403
1774,4046,2327,102200,1799785
1775,2788,2144,101514,1800439
1776,1119,3974,99200,1801227
1777,677,1225,98398,1801889
1778,4496,161,97641,1802132
1779,637,5809,101806,1802635
1780,5748,3682,101326,1803279
1781,1799,5393,100030,1804046
1782,4247,3713,100823,1804637
1783,4004,741,98544,1805196
1784,5,323,99963,1805473
1785,2003,3983,101100,1805621
1786,3307,4433,100096,1806923
1787,5637,3605,101754,1808129
1788,4623,5138,99935,1808981
1789,1858,2051,100182,1809706
1790,411,2986,100922,1811397
1791,3688,3587,99013,1811609
1792,2843,3336,100259,1812024
1793,1243,5223,100036,1812464
1794,5090,4086,99423,1813026
1795,4971,993,100882,1814582
1796,3215,715,99038,1814800
1797,1720,1271,99414,1816178
1798,1934,5024,101773,1818129
1799,5577,4005,99561,1818494
1800,5724,1592,100971,1821155
1801,1158,3168,99761,1821914
1802,317,4934,99486,1822043
1803,4756,1818,100141,1822701
1804,3389,344,98816,1822882
1805,4248,2280,100824,1825168
1806,5824,3499,99385,1827726
1807,729,4577,100657,1827929
1808,1153,1972,99839,1828905
1809,148,3618,99932,1829429
1810,3175,1679,99137,1830161
1811,4372,1186,100511,1830458
1812,1115,4651,99794,1831031
1813,3043,3953,99803,1832417
1814,1662,4835,98905,1832843
1815,418,5602,100051,1833182
1816,1969,4352,100721,1833219
1817,5180,2851,98881,1835130
1818,5528,245,102108,1836479
1819,379,2913,99403,1837596
1820,5840,2025,98670,1838548
1821,1689,1421,98877,1839193
1822,2577,4702,100118,1839305
1823,2743,5029,99542,1839426
1824,1170,1533,101298,1840890
1825,2270,372,100050,1841517
1826,715,4756,99904,1841571
1827,2552,5009,99094,1842840
1828,271,3288,100655,1844697
1829,1506,1576,99825,1845196
1830,239,3703,101113,1846057
1831,2079,3428,98692,1846488
1832,1895,3707,98718,1846592
1833,2427,4604,101077,1847318
1834,3608,1709,100162,1847653
1835,5094,3788,99542,1847995
1836,2894,1209,99191,1848326
1837,1019,1910,99368,1848446
1838,2916,1032,100098,1849388
1839,988,3281,98886,1849636
1840,5117,3094,99076,1850359
1841,4515,598,97739,1852329
1842,3622,4173,99071,1855025
1843,5110,3457,99148,1855060
1844,3493,4481,100697,1855581
1845,964,5284,102109,1855794
1846,5400,4319,98576,1855934
1847,1899,1860,99603,1856580
1848,5458,4022,99462,1857708
1849,1789,1807,98845,1857876
1850,4543,2240,98539,1858131
1851,4178,3703,98436,1858422
1852,888,2659,99380,1858561
1853,5718,1222,101183,1862815
1854,2555,5036,101327,1862836
1855,1909,206,99976,1863317
1856,4904,1812,100011,1864089
1857,2420,5484,98689,1865059
1858,4982,725,99653,1867894
1859,2931,4063,99506,1867998
1860,5634,2574,100806,1868401
1861,1292,4209,101312,1870973
1862,5582,5991,99367,1872314
1863,1863,383,98370,1872591
1864,1698,1222,100187,1876662
1865,5516,3860,98287,1876935
1866,4815,3777,101962,1878971
1867,5108,1085,98514,1880031
1868,1959,1645,100531,1880531
1869,2938,3652,99836,1880808
1870,4458,1751,98931,1881451
1871,2218,1009,98793,1881576
1872,2402,5729,101655,1883733
1873,4048,911,100046,1884146
1874,3992,4778,99237,1885353
1875,1695,2466,100144,1885649
1876,44,5609,99237,1886731
1877,4789,230,97696,1888118
1878,5880,1866,100485,1888815
1879,5146,5465,101792,1889260
1880,3495,3220,100650,1891257
1881,2664,2744,99959,1891606
1882,2318,2855,101076,1891692
1883,5187,5182,99994,1892248
1884,412,667,99524,1892787
1885,4365,5271,99730,1893036
1886,4963,951,99301,1893092
1887,4941,5836,100131,1893605
1888,1747,3019,101233,1895555
1889,3908,1831,98784,1895748
1890,775,3082,101058,1897262
1891,5845,2832,99378,1897271
1892,998,452,98884,1900083
1893,4928,2060,99000,1900482
1894,1076,315,99876,1901098
1895,1530,4262,99810,1901835
1896,580,748,100862,1902038
1897,4599,236,99858,1902573
1898,3639,5620,98624,1902600
1899,1743,4705,99771,1902718
1900,4575,3660,100162,1903285
1901,4756,3216,99984,1903573
1902,2337,3060,100195,1903982
1903,2927,3694,100016,1904033
1904,2719,3287,100571,1907224
1905,1577,857,102518,1907616
1906,1696,5718,100815,1908135
1907,4258,5998,99387,1909853
1908,3474,2355,99896,1910020
1909,4384,2640,100164,1910086
1910,1554,446,99278,1910176
