id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
1151,4448,11,100419,1167769,1168364,0,1,0,0,0,1,42734-8-21,1000
1152,4398,4741,98110,1167944,1168740,0,1,0,0,0,1,46934-57124-57225-47411,1010
1153,3251,501,98820,1169262,1169857,0,1,0,0,0,1,28335-32108-16525,67
1154,5350,5295,99512,1169699,1170691,0,1,0,0,0,1,53181-15113-38776-35020-52347,6022
1155,3811,632,98582,1169825,1170619,0,1,0,0,0,1,34013-32108-27078-3215,42
1156,3118,1272,98415,1170106,1170709,0,1,0,0,0,1,47544-11285-7866,1000
1157,1002,346,99401,1170417,1170814,0,1,0,0,0,1,5904-1319,1
1158,1406,2016,100711,1173632,1174223,0,1,0,0,0,1,8895-2221-15733,221
1159,3434,3701,100033,1174167,1174969,0,1,0,0,0,1,29620-39804-32709-32567,2001
1160,2497,4527,101037,1174945,1175339,0,1,0,0,0,1,23725-47173,101
1161,4077,4182,101658,1176345,1176942,0,1,0,0,0,1,37503-13466-38874,1001
1162,1031,1223,97936,1176875,1177476,0,1,0,0,0,1,6397-15320-7598,100
1163,3283,5228,101895,1176897,1177295,0,1,0,0,0,1,33913-51462,0
1164,3198,5676,100348,1177827,1178622,0,1,0,0,0,1,27858-58313-58316-56304,1001
1165,2977,703,99804,1178405,1179205,0,1,0,0,0,1,25819-23574-52748-3662,100
1166,857,5888,100124,1178635,1179233,0,1,0,0,0,1,9429-55316-59249,20
1167,686,2353,100367,1179770,1180365,0,1,0,0,0,1,3563-5690-19336,1
1168,1227,4642,100638,1180313,1180911,0,1,0,0,0,1,7620-14296-47991,853
1169,4663,108,101278,1182260,1182859,0,1,0,0,0,1,46176-44632-510,1101
1170,414,4043,97521,1183082,1183680,0,1,0,0,0,1,1991-53236-37170,220
1171,5319,3774,100707,1184336,1184932,0,1,0,0,0,1,52602-10601-33411,1001
1172,1521,5294,100952,1185103,1185900,0,1,0,0,0,1,10973-58494-55157-52342,1006
1173,4520,5021,101312,1187175,1187973,0,1,0,0,0,1,44362-38903-58441-49618,94
1174,5065,1221,98917,1187580,1187978,0,1,0,0,0,1,50005-7586,99
1175,1714,4754,97537,1188294,1188889,0,1,0,0,0,1,12496-5814-47502,1010
1176,1101,4928,99711,1190435,1191231,0,1,0,0,0,1,6938-1923-58441-49431,98
1177,2908,2800,98261,1191478,1192278,0,1,0,0,0,1,25004-10396-8563-23932,1001
1178,4826,93,99715,1191705,1192300,0,1,0,0,0,1,48345-42660-354,2000
1179,1248,402,97599,1191905,1192500,0,1,0,0,0,1,7718-5702-1883,1
1180,3253,4462,100077,1192950,1193750,0,1,0,0,0,1,28339-23574-42184-43043,1000
1181,5896,445,97867,1193670,1194265,0,1,0,0,0,1,59230-13135-2165,219
1182,4827,5941,98506,1199541,1200337,0,1,0,0,0,1,48347-57224-51533-59871,2010
1183,5660,3357,99901,1200132,1200927,0,1,0,0,0,1,56148-26725-10421-28989,20
1184,1321,420,101300,1200598,1201192,0,1,0,0,0,1,8237-5700-2015,1
1185,3654,412,99096,1201067,1201666,0,1,0,0,0,1,55291-19262-1981,7
1186,2788,2219,98736,1202300,1203096,0,1,0,0,0,1,23817-22518-4571-17922,2
1187,5581,50,98716,1204080,1204677,0,1,0,0,0,1,54916-50947-40065,2000
1188,3974,5059,97682,1204085,1204881,0,1,0,0,0,1,36123-52745-48359-49926,1001
1189,3795,4831,100174,1204194,1204991,0,1,0,0,0,1,33774-41449-60191-48354,2000
1190,3293,292,100130,1205648,1206050,0,1,0,0,0,1,29629-962,1000
1191,2558,3505,101473,1206384,1206981,0,1,0,0,0,1,56553-23575-30514,0
1192,4514,2103,100600,1207113,1207909,0,1,0,0,0,1,43937-29390-29361-25015,1100
1193,4555,842,100514,1208362,1208761,0,1,0,0,0,1,51289-4670,1000
1194,4457,2322,100489,1208578,1209175,0,1,0,0,0,1,42874-9530-19085,2
1195,2083,5347,101426,1208750,1209547,0,1,0,0,0,1,16279-46208-59537-53162,2001
1196,5454,1550,100575,1209659,1210455,0,1,0,0,0,1,53867-58440-22570-11291,1093
1197,2601,3928,100361,1211573,1212372,0,1,0,0,0,1,21883-37528-33913-41054,1
1198,3476,3253,101312,1211743,1212546,0,1,0,0,0,1,30171-18162-50831-28338,1
1199,1843,2846,101628,1212990,1213586,0,1,0,0,0,1,51736-52753-24348,102
1200,1627,2319,100393,1213366,1213961,0,1,0,0,0,1,48362-16416-19013,1111
1201,1113,1450,98659,1215342,1215740,0,1,0,0,0,1,7297-9309,0
1202,2551,5217,100257,1216049,1216839,0,1,0,0,0,1,21251-17671-40369-51342,1111
1203,4478,1128,99212,1216927,1217521,0,1,0,0,0,1,43400-1229-7069,2
1204,4181,802,98997,1218652,1219054,0,1,0,0,0,1,45040-10862,0
1205,2707,3961,98351,1219449,1220043,0,1,0,0,0,1,22815-6022-59963,788
1206,4158,3202,100780,1222247,1223038,0,1,0,0,0,1,50147-48371-52696-27879,101
1207,4493,3822,99296,1222999,1223595,0,1,0,0,0,1,57609-50014-34119,1000
1208,1618,4960,99836,1224185,1224782,0,1,0,0,0,1,16670-52993-49497,218
1209,1672,1313,101055,1225920,1226519,0,1,0,0,0,1,12211-9491-24871,2
1210,1589,379,101150,1227607,1228205,0,1,0,0,0,1,11611-13438-9172,1001
1211,4934,4672,101582,1231699,1232491,0,1,0,0,0,1,49443-51632-30067-47551,59
1212,1127,4724,100118,1232899,1233495,0,1,0,0,0,1,7439-11516-60164,1
1213,4491,2212,99778,1233143,1233543,0,1,0,0,0,1,43703-26081,1009
1214,187,2786,99119,1233177,1233773,0,1,0,0,0,1,4468-10261-23809,2
1215,2493,5280,99705,1234916,1235314,0,1,0,0,0,1,21930-52244,1
1216,3347,3784,101114,1235306,1235905,0,1,0,0,0,1,28953-23574-58003,101
1217,2576,5392,100226,1236027,1236823,0,1,0,0,0,1,21574-1947-55586-53485,1220
1218,1953,4421,99857,1241588,1242382,0,1,0,0,0,1,14948-9374-21519-42662,1300
1219,4004,4957,99160,1243263,1244056,0,1,0,0,0,1,36802-55598-52993-49491,219
1220,3463,4245,100485,1244642,1245443,0,1,0,0,0,1,29964-6500-10741-39650,10002
1221,4812,4844,100858,1244647,1245445,0,1,0,0,0,1,48190-13191-20133-48542,1220
1222,5991,2797,100419,1244688,1245291,0,1,0,0,0,1,60760-42185-33934,1000
1223,1826,2469,99211,1247936,1248531,0,1,0,0,0,1,13934-3818-20407,1001
1224,134,5355,100991,1249467,1250256,0,1,0,0,0,1,358-4201-55600-53342,2024
1225,2438,3400,100230,1249841,1250635,0,1,0,0,0,1,20012-3893-29139-29144,1001
1226,1393,94,100194,1250818,1251412,0,1,0,0,0,1,8824-23837-3017,1
1227,4241,4578,99920,1250960,1251953,0,1,0,0,0,1,39628-12465-48901-41510-45030,2000
1228,5027,3072,100688,1251939,1252733,0,1,0,0,0,1,49631-50718-50848-38115,1045
1229,2491,5191,101540,1252434,1253030,0,1,0,0,0,1,49288-48231-51134,2000
1230,3489,416,100813,1253017,1253813,0,1,0,0,0,1,30316-13454-17982-1999,1001
1231,4060,4248,99690,1253881,1254480,0,1,0,0,0,1,37323-1548-39907,1001
1232,1374,3420,101008,1256514,1257109,0,1,0,0,0,1,13357-1228-38797,2
1233,2277,5580,98529,1257477,1258070,0,1,0,0,0,1,18622-14371-54914,1168
1234,3169,3802,99843,1262910,1263310,0,1,0,0,0,1,33903-54220,0
1235,2661,5892,102195,1264883,1265476,0,1,0,0,0,1,49971-49732-59126,1040
1236,4831,2769,100259,1265782,1266575,0,1,0,0,0,1,48355-46623-23574-24504,0
1237,3027,320,99935,1267570,1268166,0,1,0,0,0,1,26166-13508-3835,1170
1238,4052,2176,100826,1268037,1268632,0,1,0,0,0,1,37508-37790-18506,1001
1239,661,5655,100006,1268092,1268886,0,1,0,0,0,1,3377-5948-6781-56568,1001
1240,4149,3869,99420,1268413,1269010,0,1,0,0,0,1,38475-3139-34601,1000
1241,3331,938,100726,1270075,1270870,0,1,0,0,0,1,28839-26680-13450-5287,297
1242,3599,2485,99499,1271296,1271894,0,1,0,0,0,1,31386-39186-45985,1000
1243,254,2733,101797,1271899,1272500,0,1,0,0,0,1,830-52730-23284,102
1244,5029,5698,98850,1273101,1274097,0,1,0,0,0,1,49635-51632-55257-43730-56628,2000
1245,2724,5033,101385,1274258,1275055,0,1,0,0,0,1,23173-3493-58441-49647,93
1246,5771,5466,102162,1274928,1275726,0,1,0,0,0,1,57513-23721-55773-53982,1010
1247,5726,2413,101597,1276722,1277518,0,1,0,0,0,1,56845-44168-18687-19792,1024
1248,1663,3859,101553,1277620,1278414,0,1,0,0,0,1,12141-5948-21687-34482,1001
1249,570,2131,99418,1278832,1279427,0,1,0,0,0,1,3417-14052-16845,1
1250,190,399,98534,1278920,1279516,0,1,0,0,0,1,577-1204-1867,13
1251,5499,3644,100912,1279202,1279801,0,1,0,0,0,1,54240-42707-37338,2000
1252,5302,4148,101033,1279439,1280036,0,1,0,0,0,1,52502-45502-38470,2001
1253,3012,5183,98996,1279909,1280705,0,1,0,0,0,1,26066-56380-53003-51119,2218
1254,4428,4805,100625,1281531,1282129,0,1,0,0,0,1,58409-1444-48138,2
1255,752,5989,100250,1282706,1283503,0,1,0,0,0,1,4135-11516-52095-60714,1001
1256,3739,3621,100075,1283331,1284124,0,1,0,0,0,1,32956-58313-58316-31748,1001
1257,5650,5089,99632,1283757,1284548,0,1,0,0,0,1,56028-31215-27352-50299,3010
1258,402,2614,99929,1285455,1286053,0,1,0,0,0,1,1928-52685-23721,1
1259,4019,5120,99463,1286257,1286652,0,1,0,0,0,1,36923-50498,1000
1260,2315,4741,99859,1286493,1287285,0,1,0,0,0,1,18973-16604-40369-47411,2110
1261,1009,1377,97528,1286549,1287144,0,1,0,0,0,1,6065-351-32322,1000
1262,1612,5659,99772,1286708,1287503,0,1,0,0,0,1,11781-47775-42184-56143,1012
1263,3182,5844,99846,1286716,1287514,0,1,0,0,0,1,27713-52736-48359-58280,1001
1264,1671,934,99406,1287110,1287707,0,1,0,0,0,1,12196-5702-5259,1
1265,3787,1798,99302,1287130,1287728,0,1,0,0,0,1,33621-32884-13268,99
1266,778,4964,99259,1287569,1288368,0,1,0,0,0,1,4261-3408-58441-49504,1092
1267,2124,4048,99631,1291272,1291869,0,1,0,0,0,1,16748-11516-38751,1
1268,1264,1021,100406,1291691,1292090,0,1,0,0,0,1,7828-6139,0
1269,459,5193,99609,1291794,1292388,0,1,0,0,0,1,2254-14173-51146,4070
1270,2910,4980,101080,1292622,1293419,0,1,0,0,0,1,25030-3459-58441-49537,93
1271,3707,4827,102585,1294138,1294936,0,1,0,0,0,1,32615-22023-55773-48346,1011
1272,3036,1823,99564,1295116,1295514,0,1,0,0,0,1,26241-13825,1
1273,18,1643,99951,1297198,1297795,0,1,0,0,0,1,37-795-12374,1000
1274,494,2653,100336,1297563,1298158,0,1,0,0,0,1,2461-10828-23309,1001
1275,2376,4939,99779,1297894,1298689,0,1,0,0,0,1,59417-13191-52993-49454,218
1276,2514,2185,98639,1299185,1299785,0,1,0,0,0,1,20842-28599-17625,2
1277,2084,3449,101978,1303985,1304382,0,1,0,0,0,1,24796-31079,1
1278,4666,3989,99686,1304361,1305156,0,1,0,0,0,1,46693-52729-27704-36328,2000
1279,270,3231,100228,1305809,1306206,0,1,0,0,0,1,5907-28282,0
1280,5342,5648,100104,1306481,1307077,0,1,0,0,0,1,52930-55775-56026,949
1281,2828,4454,99897,1307301,1307897,0,1,0,0,0,1,24172-8995-42750,1
1282,2901,4126,100457,1307749,1308148,0,1,0,0,0,1,24949-38074,1000
1283,702,5163,99594,1307880,1308478,0,1,0,0,0,1,4655-11516-50911,1
1284,1971,4195,97745,1309317,1309714,0,1,0,0,0,1,15995-56509,1
1285,3086,756,99557,1310030,1310631,0,1,0,0,0,1,52834-57734-16159,8
1286,3409,4421,100434,1310702,1311298,0,1,0,0,0,1,29346-21507-42662,301
1287,5222,3872,98598,1314216,1314813,0,1,0,0,0,1,57772-52685-34672,1
1288,3319,5599,101373,1315299,1315898,0,1,0,0,0,1,28797-23574-55442,0
1289,1678,848,100202,1317227,1317828,0,1,0,0,0,1,12255-3816-4724,2
1290,1112,992,100719,1317473,1318066,0,1,0,0,0,1,6986-3884-5745,1
1291,2947,1098,101199,1319808,1320402,0,1,0,0,0,1,25492-23326-20393,3
1292,1715,3626,100132,1323312,1323914,0,1,0,0,0,1,12505-1118-33462,1
1293,3355,3430,99012,1324852,1325443,0,1,0,0,0,1,28969-23574-33989,0
1294,2249,1518,100814,1324943,1325540,0,1,1,0,0,2,18604-14587-23685,1000
1295,2026,3344,100721,1325794,1326589,0,1,0,0,0,1,15756-52741-23575-28946,1
1296,4780,2027,99283,1326040,1326635,0,1,0,0,0,1,47848-42660-20966,2000
1297,3123,5249,98347,1326928,1327524,0,1,0,0,0,1,42891-42661-51710,2000
1298,1581,4514,100268,1328501,1329296,0,1,0,0,0,1,12801-29370-29391-43936,1343
1299,321,3767,101369,1328765,1329359,0,1,0,0,0,1,47604-33379-33278,1
1300,913,1593,102237,1329197,1329993,0,1,0,0,0,1,5160-13320-915-11643,1001
1301,1198,563,99873,1329467,1330064,0,1,0,0,0,1,7440-6393-2754,1039
1302,5529,5696,100808,1329699,1330496,0,1,0,0,0,1,54419-54626-54285-56617,2001
1303,5552,1430,100089,1330590,1331188,0,1,0,0,0,1,54785-42660-9148,2000
1304,2811,38,101536,1332019,1332811,0,1,0,0,0,1,23979-23961-8-79,2000
1305,4219,927,99734,1333447,1334242,0,1,0,0,0,1,44686-50199-5671-5235,2040
1306,2582,3080,101610,1341170,1341768,0,1,0,0,0,1,21634-38990-27123,2
1307,5616,4621,98646,1342401,1342996,0,1,0,0,0,1,58787-47775-45708,11
1308,4970,2856,100507,1342431,1343226,0,1,0,0,0,1,49517-58440-17132-28101,1093
1309,4581,1227,99872,1343471,1344271,0,1,0,0,0,1,45133-51630-51555-7621,1001
1310,3066,1361,101562,1345885,1346282,0,1,0,0,0,1,26551-8634,1000
1311,2812,3062,100007,1346016,1346808,0,1,0,0,0,1,23980-8939-1626-26531,1002
1312,301,3761,101150,1346592,1347389,0,1,0,0,0,1,991-330-4568-33141,11505
1313,5575,5040,99680,1346834,1347432,0,1,0,0,0,1,54889-20275-51456,218
1314,1426,2018,99951,1348123,1348521,0,1,0,0,0,1,39760-27843,1
1315,4644,670,100197,1348332,1349130,0,1,0,0,0,1,45891-48200-48654-3440,1001
1316,1687,5539,100536,1348809,1349408,0,1,0,0,0,1,12302-13262-55525,1713
1317,3668,4813,99546,1348866,1349465,0,1,0,0,0,1,32333-25288-48197,1100
1318,4509,3414,100346,1350347,1351142,0,1,0,0,0,1,43923-52094-27077-29633,2001
1319,1265,1423,101894,1352288,1352885,0,1,0,0,0,1,30703-5703-9086,1
1320,3398,5015,98431,1352356,1353151,0,1,0,0,0,1,29127-18273-52994-49606,1218
1321,1910,115,100703,1352920,1353517,0,1,0,0,0,1,14547-3892-1211,1
1322,3151,525,99261,1353187,1353788,0,1,0,0,0,1,27423-14694-2570,2
1323,2514,2072,100252,1353534,1353929,0,1,0,0,0,1,20908-16179,1
1324,4011,249,100186,1353842,1354644,0,1,0,0,0,1,36833-41837-52684-813,1101
1325,3587,3672,101316,1354055,1354848,0,1,0,0,0,1,31288-30927-9885-32364,510
1326,1907,1775,100359,1356995,1357593,0,1,0,0,0,1,14718-57981-13095,1
1327,3601,5314,101716,1357426,1358025,0,1,0,0,0,1,39775-19124-52568,50000
1328,1666,5483,99073,1360732,1361533,0,1,0,0,0,1,12241-27079-58441-54085,1092
1329,2736,61,101175,1361515,1362112,0,1,0,0,0,1,23324-6540-13528,1
1330,4241,2083,98947,1366131,1366730,0,1,0,0,0,1,39628-4357-16278,2000
1331,4771,1873,99091,1366284,1366880,0,1,0,0,0,1,47795-48358-14263,1099
1332,474,1880,101158,1366586,1367182,0,1,0,0,0,1,12619-12199-14307,1056
1333,534,2062,100728,1370775,1371174,0,1,0,0,0,1,2621-16084,1000
1334,1115,5639,99207,1373414,1374010,0,1,0,0,0,1,39204-5331-55831,1001
1335,1192,371,99365,1374652,1375249,0,1,0,0,0,1,7376-6489-2201,1
1336,3574,1639,99575,1378096,1378691,0,1,0,0,0,1,31737-10392-12000,898
1337,2695,2682,100003,1378305,1378905,0,1,0,0,0,1,48360-42369-22554,101
1338,1481,30,99291,1379389,1379988,0,1,0,0,0,1,9583-1374-1609,2
1339,5434,4511,101261,1379707,1380109,0,1,0,0,0,1,53713-43926,1000
1340,3470,1064,99717,1381407,1381803,0,1,0,0,0,1,38672-35241,1000
1341,689,4546,98536,1383409,1384006,0,1,0,0,0,1,6537-48386-46632,1000
1342,3985,1498,101610,1383923,1384718,0,1,0,0,0,1,36264-31747-18738-10730,1001
1343,5141,5312,100781,1385339,1386134,0,1,0,0,0,1,50686-3747-52137-56740,2000
1344,5460,1772,98861,1386513,1387313,0,1,0,0,0,1,54503-53110-32433-12920,1
1345,642,1631,98666,1387821,1388415,0,1,0,0,0,1,3382-52741-25884,1
1346,1108,5646,101083,1388383,1389181,0,1,0,0,0,1,6973-52667-33937-55948,1103
1347,5183,4990,99915,1388573,1389373,0,1,0,0,0,1,51118-46623-49356-49556,1000
1348,4413,2917,98977,1388912,1389709,0,1,0,0,0,1,42233-6260-1118-25127,2
1349,4097,2959,99899,1389059,1389660,0,1,0,0,0,1,37862-52685-58829,1
1350,3580,4407,101974,1389238,1390036,0,1,0,0,0,1,31211-20191-53018-42117,1224
1351,3505,700,100936,1389676,1390276,0,1,0,0,0,1,30515-23574-3746,0
1352,5419,271,98840,1390996,1390996,0,0,0,0,0,1,-1,
1353,91,3955,100707,1391107,1391705,0,1,0,0,0,1,221-24322-35892,2000
1354,4930,5243,100918,1392177,1392976,0,1,0,0,0,1,49434-58440-14971-55521,1092
1355,4202,5395,98284,1392999,1393798,0,1,0,0,0,1,39061-13191-55603-53490,1218
1356,1962,5661,99460,1394613,1395409,0,1,0,0,0,1,15037-12946-56210-56153,1001
1357,4684,627,100169,1394691,1395089,0,1,0,0,0,1,55876-9427,0
1358,2786,2171,100054,1394932,1395526,0,1,0,0,0,1,23808-1264-17455,2
1359,1359,403,100211,1396462,1397056,0,1,0,0,0,1,8612-47775-1893,12
1360,4437,4202,100093,1397537,1397936,0,1,0,0,0,1,43312-39125,1
1361,5185,3196,99702,1399601,1400402,0,1,0,0,0,1,51123-44168-16838-27832,2022
1362,1036,4741,101572,1399952,1400549,0,1,0,0,0,1,22613-53008-47411,1219
1363,3370,5635,100708,1400502,1401301,0,1,0,0,0,1,29031-33778-45066-55723,1001
1364,5907,4766,98477,1400928,1401727,0,1,0,0,0,1,59323-55156-58507-47741,2000
1365,866,302,97332,1401174,1401971,0,1,0,0,0,1,4859-18707-18715-998,1000
1366,1360,5942,101247,1401465,1402259,0,1,0,0,0,1,8614-8009-51767-60835,1002
1367,828,3469,98962,1403745,1404339,0,1,0,0,0,1,4582-52753-34260,1
1368,4946,4475,100961,1404177,1404975,0,1,0,0,0,1,49469-50718-50839-43317,2025
1369,4768,2177,100392,1404230,1404828,0,1,0,0,0,1,47751-1776-17527,1001
1370,1971,3347,99507,1404318,1404912,0,1,0,0,0,1,47827-46623-28952,0
1371,5012,2802,99719,1406758,1407552,0,1,0,0,0,1,49601-49357-23574-25970,99
1372,5050,3397,99382,1407237,1407832,0,1,0,0,0,1,51460-52666-29106,100
1373,838,4855,101243,1408671,1409265,0,1,0,0,0,1,7436-7997-49283,2
1374,2309,4693,98256,1409032,1410629,0,1,1,0,0,2,18934-3880-6500-10779-46628,1001
1375,1226,5600,100465,1409111,1409708,0,1,0,0,0,1,14733-45786-55347,2000
1376,4107,2527,102375,1409144,1409940,0,1,0,0,0,1,37913-37910-16257-20939,1003
1377,5628,2856,99179,1409431,1410229,0,1,0,0,0,1,55640-59012-58909-24428,1001
1378,968,3928,101171,1412976,1413372,0,1,0,0,0,1,42192-41054,0
1379,1994,3376,100185,1414839,1415639,0,1,0,0,0,1,15369-52755-23575-29042,1000
1380,411,1345,98518,1414962,1415559,0,1,0,0,0,1,1955-7032-8477,1000
1381,3076,3680,100121,1416143,1416942,0,1,0,0,0,1,27435-47726-50017-32418,0
1382,461,3893,98764,1416942,1417338,0,1,0,0,0,1,3005-35698,0
1383,4092,2421,100975,1417518,1417917,0,1,0,0,0,1,38031-19891,100
1384,2242,5400,99865,1417956,1418949,0,1,0,0,0,1,18240-1892-52661-56252-53508,2219
1385,4504,2481,101996,1418727,1419526,0,1,0,0,0,1,43831-46623-30507-22484,1000
1386,3952,1670,98448,1418927,1419525,0,1,0,0,0,1,40962-26865-12193,1
1387,3341,941,99729,1419175,1419975,0,1,0,0,0,1,28941-32108-15634-8023,93
1388,1010,3112,100365,1419989,1420786,0,1,0,0,0,1,6056-52701-39516-27053,1102
1389,574,1389,100026,1423452,1424048,0,1,0,0,0,1,2833-1967-11270,2000
1390,4393,1575,99922,1423701,1424497,0,1,0,0,0,1,41800-44098-52676-11452,1100
1391,5024,5322,100843,1424178,1424977,0,1,0,0,0,1,49625-49357-30507-55790,1000
1392,3816,1901,98578,1424694,1425492,0,1,0,0,0,1,34023-32108-27078-14468,42
1393,548,4518,100329,1424738,1425336,0,1,0,0,0,1,12410-16930-53673,502
1394,4068,4690,98070,1426052,1426648,0,1,0,0,0,1,37450-5777-48709,1001
1395,2666,4951,100997,1426060,1426858,0,1,0,0,0,1,24874-38903-58441-49479,94
1396,3245,5664,99541,1426624,1427222,0,1,0,0,0,1,33705-32826-56179,1
1397,646,2276,100182,1427318,1427718,0,1,0,0,0,1,3290-18621,1
1398,1508,2605,99528,1427979,1428582,0,1,0,0,0,1,10848-23477-29761,1000
1399,3288,3087,99062,1430297,1430891,0,1,0,0,0,1,28592-3164-26745,1000
1400,3441,1292,100748,1430337,1431126,0,1,0,0,0,1,29698-42185-24280-8071,2000
1401,3359,1633,99030,1430603,1431200,0,1,0,0,0,1,28998-11517-11952,1
1402,4374,1266,100919,1431714,1431714,0,0,0,0,0,1,-1,
1403,4927,4837,100638,1431856,1432651,0,1,0,0,0,1,49429-58440-17670-48650,1093
1404,2403,2295,100541,1432165,1432765,0,1,0,0,0,1,19732-3856-19019,1
1405,2729,5947,100553,1432780,1433376,0,1,0,0,0,1,40955-48359-60078,1000
1406,4132,2588,99636,1435569,1435969,0,1,0,0,0,1,48470-26600,0
1407,1189,1088,100174,1437750,1438147,0,1,0,0,0,1,7363-31778,1000
1408,1337,2521,99968,1438540,1439137,0,1,0,0,0,1,8436-7308-21289,30
1409,5507,2505,99435,1438679,1439480,0,1,0,0,0,1,54321-52616-22581-24453,2
1410,1026,3395,98538,1440094,1440693,0,1,0,0,0,1,6162-3797-29095,2
1411,4788,5393,99581,1441266,1441863,0,1,0,0,0,1,47865-53496-53487,2000
1412,2360,2045,99039,1442188,1442786,0,1,0,0,0,1,19388-5703-15928,1
1413,2015,979,99989,1442455,1443054,0,1,0,0,0,1,15624-6484-7181,1
1414,142,4985,99591,1442718,1443511,0,1,0,0,0,1,399-3408-58441-49547,1092
1415,1681,5215,100349,1442754,1443350,0,1,0,0,0,1,12268-52759-51868,1
1416,2520,5567,99911,1443607,1444201,0,1,0,0,0,1,50428-60191-54833,1000
1417,58,2359,100571,1446539,1447133,0,1,0,0,0,1,52755-39516-19387,1101
1418,67,4694,99330,1446904,1447500,0,1,0,0,0,1,141-52728-46928,1000
1419,1488,241,100746,1447356,1447953,0,1,0,0,0,1,10371-10522-3109,1
1420,2388,3400,99290,1447677,1448469,0,1,0,0,0,1,20134-53220-29139-29144,1218
1421,3215,4260,98344,1449069,1449862,0,1,0,0,0,1,27961-23574-55316-39823,19
1422,5430,792,100245,1449867,1450464,0,1,0,0,0,1,55180-57981-4349,1
1423,1167,303,99844,1450395,1450997,0,1,0,0,0,1,7274-5045-1000,0
1424,4999,981,99412,1450649,1451448,0,1,0,0,0,1,49574-51632-51555-19645,1
1425,1907,1357,100760,1450740,1451334,0,1,0,0,0,1,14512-9758-13604,1
1426,5587,540,99369,1451151,1451751,0,1,0,0,0,1,54969-21134-2651,1001
1427,3762,5229,99539,1451479,1452272,0,1,0,0,0,1,33146-59065-38751-51475,2001
1428,1268,1993,100773,1451531,1452127,0,1,0,0,0,1,8066-21237-15360,2
1429,5229,2958,99652,1452831,1453428,0,1,0,0,0,1,51474-39598-25637,1001
1430,2008,2909,101589,1453585,1454183,0,1,0,0,0,1,15559-52662-47025,1
1431,3319,969,100359,1453818,1454612,0,1,0,0,0,1,28797-23574-3746-5491,1000
1432,4837,1780,100282,1453985,1454585,0,1,0,0,0,1,48651-9559-13010,1
1433,3287,896,99090,1454410,1454806,0,1,0,0,0,1,48441-5070,1
1434,2168,2448,99009,1455548,1456149,0,1,0,0,0,1,17587-8014-20101,2
1435,1028,340,98211,1455959,1456355,0,1,0,0,0,1,6168-5810,0
1436,4187,4821,99390,1456984,1457783,0,1,0,0,0,1,38938-40193-49732-48334,2040
1437,5862,1560,100795,1457395,1458193,0,1,0,0,0,1,58504-38379-10408-11357,1001
1438,5379,1873,99309,1457656,1458451,0,1,0,0,0,1,53409-60556-52205-14263,1198
1439,667,2470,98753,1459736,1460333,0,1,0,0,0,1,5776-17219-20409,2
1440,4038,4747,99740,1460854,1461652,0,1,0,0,0,1,37118-20125-53008-47422,218
1441,3276,4951,99771,1460900,1461692,0,1,0,0,0,1,28500-56369-52994-49479,1218
1442,938,3942,100250,1461347,1461944,0,1,0,0,0,1,5286-5641-35788,2
1443,492,4031,98812,1462049,1462652,0,1,0,0,0,1,2438-19669-45850,1001
1444,5936,704,99417,1463126,1464329,0,1,1,0,0,2,59927-24174-11938-3671,0
1445,4574,3470,101116,1464141,1464739,0,1,0,0,0,1,44983-59018-59167,2000
1446,1738,5916,101558,1465106,1465502,0,1,0,0,0,1,12652-59662,10507
1447,2608,2469,97894,1466070,1466671,0,1,0,0,0,1,21969-9666-20407,2
1448,1983,3996,100031,1467970,1468568,0,1,0,0,0,1,15299-3436-36565,1000
1449,3873,1210,101785,1468297,1468896,0,1,0,0,0,1,34647-6392-7541,2
1450,4944,775,99087,1469808,1470605,0,1,0,0,0,1,49464-50718-49639-4245,1024
1451,3622,97,101335,1470100,1470702,0,1,0,0,0,1,53797-4569-232,0
1452,241,2828,99980,1474923,1475519,0,1,0,0,0,1,1890-51482-24173,1000
1453,1171,1766,98846,1476441,1477035,0,1,0,0,0,1,7295-8603-12876,267
1454,4596,4753,100606,1478447,1479045,0,1,0,0,0,1,47400-9039-47497,1
1455,3072,617,100275,1481766,1482562,0,1,0,0,0,1,38114-48969-48893-3092,22
1456,5086,811,99110,1482894,1483689,0,1,0,0,0,1,50278-50253-1216-4483,1002
1457,5342,3569,100137,1484345,1484943,0,1,0,0,0,1,52930-45179-31047,1
1458,4099,32,98055,1484667,1485263,0,1,0,0,0,1,37879-48252-68,1000
1459,861,4616,101904,1487532,1488132,0,1,0,0,0,1,4806-2158-45659,2
1460,1401,1944,101494,1488906,1489704,0,1,0,0,0,1,8872-32831-33248-14877,1001
1461,3917,1313,99117,1489144,1489741,0,1,0,0,0,1,36419-31987-24871,3
1462,3639,732,100462,1489190,1489587,0,1,0,0,0,1,50020-4008,100
1463,681,4409,99908,1490091,1490689,0,1,0,0,0,1,3533-52728-48631,1099
1464,5578,2470,99185,1490717,1491511,0,1,0,0,0,1,57386-55156-55167-20409,1001
1465,167,82,99289,1492360,1492759,0,1,0,0,0,1,503-185,1000
1466,1553,5057,99982,1493357,1493954,0,1,0,0,0,1,11514-52733-51458,1
1467,4669,2560,100543,1494645,1495044,0,1,0,0,0,1,46339-21360,1000
